,feature,importance,fold
734,CC_CNT_DRAWINGS_POS_CURRENT_MIN,0,3
735,CC_CNT_DRAWINGS_POS_CURRENT_MAX,7,3
736,CC_CNT_DRAWINGS_POS_CURRENT_MEAN,47,3
737,CC_CNT_DRAWINGS_POS_CURRENT_SUM,8,3
738,CC_CNT_DRAWINGS_POS_CURRENT_VAR,28,3
739,CC_CNT_INSTALMENT_MATURE_CUM_MIN,5,3
740,CC_CNT_INSTALMENT_MATURE_CUM_MAX,5,3
741,CC_CNT_INSTALMENT_MATURE_CUM_MEAN,12,3
742,CC_CNT_INSTALMENT_MATURE_CUM_SUM,25,3
743,CC_CNT_INSTALMENT_MATURE_CUM_VAR,27,3
744,CC_SK_DPD_MIN,0,3
745,CC_SK_DPD_MAX,3,3
746,CC_SK_DPD_MEAN,18,3
747,CC_SK_DPD_SUM,13,3
748,CC_SK_DPD_VAR,11,3
749,CC_SK_DPD_DEF_MIN,0,3
750,CC_SK_DPD_DEF_MAX,0,3
751,CC_SK_DPD_DEF_MEAN,44,3
752,CC_SK_DPD_DEF_SUM,2,3
753,CC_SK_DPD_DEF_VAR,3,3
754,CC_NAME_CONTRACT_STATUS_Active_MIN,0,3
755,CC_NAME_CONTRACT_STATUS_Active_MAX,0,3
756,CC_NAME_CONTRACT_STATUS_Active_MEAN,4,3
757,CC_NAME_CONTRACT_STATUS_Active_SUM,5,3
758,CC_NAME_CONTRACT_STATUS_Active_VAR,9,3
759,CC_NAME_CONTRACT_STATUS_Approved_MIN,0,3
760,CC_NAME_CONTRACT_STATUS_Approved_MAX,0,3
761,CC_NAME_CONTRACT_STATUS_Approved_MEAN,0,3
762,CC_NAME_CONTRACT_STATUS_Approved_SUM,0,3
763,CC_NAME_CONTRACT_STATUS_Approved_VAR,0,3
764,CC_NAME_CONTRACT_STATUS_Completed_MIN,0,3
765,CC_NAME_CONTRACT_STATUS_Completed_MAX,0,3
766,CC_NAME_CONTRACT_STATUS_Completed_MEAN,0,3
767,CC_NAME_CONTRACT_STATUS_Completed_SUM,2,3
768,CC_NAME_CONTRACT_STATUS_Completed_VAR,0,3
769,CC_NAME_CONTRACT_STATUS_Demand_MIN,0,3
770,CC_NAME_CONTRACT_STATUS_Demand_MAX,0,3
771,CC_NAME_CONTRACT_STATUS_Demand_MEAN,0,3
772,CC_NAME_CONTRACT_STATUS_Demand_SUM,0,3
773,CC_NAME_CONTRACT_STATUS_Demand_VAR,0,3
774,CC_NAME_CONTRACT_STATUS_Refused_MIN,0,3
775,CC_NAME_CONTRACT_STATUS_Refused_MAX,0,3
776,CC_NAME_CONTRACT_STATUS_Refused_MEAN,0,3
777,CC_NAME_CONTRACT_STATUS_Refused_SUM,0,3
778,CC_NAME_CONTRACT_STATUS_Refused_VAR,0,3
779,CC_NAME_CONTRACT_STATUS_Sentproposal_MIN,0,3
780,CC_NAME_CONTRACT_STATUS_Sentproposal_MAX,0,3
781,CC_NAME_CONTRACT_STATUS_Sentproposal_MEAN,0,3
782,CC_NAME_CONTRACT_STATUS_Sentproposal_SUM,0,3
783,CC_NAME_CONTRACT_STATUS_Sentproposal_VAR,0,3
784,CC_NAME_CONTRACT_STATUS_Signed_MIN,0,3
785,CC_NAME_CONTRACT_STATUS_Signed_MAX,0,3
786,CC_NAME_CONTRACT_STATUS_Signed_MEAN,0,3
787,CC_NAME_CONTRACT_STATUS_Signed_SUM,0,3
788,CC_NAME_CONTRACT_STATUS_Signed_VAR,8,3
789,CC_NAME_CONTRACT_STATUS_nan_MIN,0,3
790,CC_NAME_CONTRACT_STATUS_nan_MAX,0,3
791,CC_NAME_CONTRACT_STATUS_nan_MEAN,0,3
792,CC_NAME_CONTRACT_STATUS_nan_SUM,0,3
793,CC_NAME_CONTRACT_STATUS_nan_VAR,0,3
794,CC_COUNT,2,3
0,CODE_GENDER,177,4
1,FLAG_OWN_CAR,9,4
2,FLAG_OWN_REALTY,28,4
3,CNT_CHILDREN,23,4
4,AMT_INCOME_TOTAL,112,4
5,AMT_CREDIT,320,4
6,AMT_ANNUITY,554,4
7,AMT_GOODS_PRICE,359,4
8,REGION_POPULATION_RELATIVE,305,4
9,DAYS_BIRTH,732,4
10,DAYS_EMPLOYED,484,4
11,DAYS_REGISTRATION,357,4
12,DAYS_ID_PUBLISH,480,4
13,OWN_CAR_AGE,280,4
14,FLAG_MOBIL,0,4
15,FLAG_EMP_PHONE,0,4
16,FLAG_WORK_PHONE,82,4
17,FLAG_CONT_MOBILE,0,4
18,FLAG_PHONE,22,4
19,FLAG_EMAIL,1,4
20,CNT_FAM_MEMBERS,12,4
21,REGION_RATING_CLIENT,22,4
22,REGION_RATING_CLIENT_W_CITY,101,4
23,HOUR_APPR_PROCESS_START,108,4
24,REG_REGION_NOT_LIVE_REGION,0,4
25,REG_REGION_NOT_WORK_REGION,7,4
26,LIVE_REGION_NOT_WORK_REGION,5,4
27,REG_CITY_NOT_LIVE_CITY,69,4
28,REG_CITY_NOT_WORK_CITY,4,4
29,LIVE_CITY_NOT_WORK_CITY,19,4
30,EXT_SOURCE_1,936,4
31,EXT_SOURCE_2,933,4
32,EXT_SOURCE_3,910,4
33,APARTMENTS_AVG,61,4
34,BASEMENTAREA_AVG,43,4
35,YEARS_BEGINEXPLUATATION_AVG,51,4
36,YEARS_BUILD_AVG,21,4
37,COMMONAREA_AVG,54,4
38,ELEVATORS_AVG,21,4
39,ENTRANCES_AVG,41,4
40,FLOORSMAX_AVG,44,4
41,FLOORSMIN_AVG,15,4
42,LANDAREA_AVG,76,4
43,LIVINGAPARTMENTS_AVG,41,4
44,LIVINGAREA_AVG,62,4
45,NONLIVINGAPARTMENTS_AVG,23,4
46,NONLIVINGAREA_AVG,52,4
47,APARTMENTS_MODE,95,4
48,BASEMENTAREA_MODE,37,4
49,YEARS_BEGINEXPLUATATION_MODE,70,4
50,YEARS_BUILD_MODE,43,4
51,COMMONAREA_MODE,42,4
52,ELEVATORS_MODE,14,4
53,ENTRANCES_MODE,13,4
54,FLOORSMAX_MODE,14,4
55,FLOORSMIN_MODE,10,4
56,LANDAREA_MODE,75,4
57,LIVINGAPARTMENTS_MODE,58,4
58,LIVINGAREA_MODE,82,4
59,NONLIVINGAPARTMENTS_MODE,8,4
60,NONLIVINGAREA_MODE,41,4
61,APARTMENTS_MEDI,66,4
62,BASEMENTAREA_MEDI,38,4
63,YEARS_BEGINEXPLUATATION_MEDI,80,4
64,YEARS_BUILD_MEDI,21,4
65,COMMONAREA_MEDI,39,4
66,ELEVATORS_MEDI,6,4
67,ENTRANCES_MEDI,16,4
68,FLOORSMAX_MEDI,9,4
69,FLOORSMIN_MEDI,9,4
70,LANDAREA_MEDI,52,4
71,LIVINGAPARTMENTS_MEDI,30,4
72,LIVINGAREA_MEDI,43,4
73,NONLIVINGAPARTMENTS_MEDI,7,4
74,NONLIVINGAREA_MEDI,32,4
75,TOTALAREA_MODE,108,4
76,OBS_30_CNT_SOCIAL_CIRCLE,93,4
77,DEF_30_CNT_SOCIAL_CIRCLE,76,4
78,OBS_60_CNT_SOCIAL_CIRCLE,68,4
79,DEF_60_CNT_SOCIAL_CIRCLE,61,4
80,DAYS_LAST_PHONE_CHANGE,260,4
81,FLAG_DOCUMENT_2,0,4
82,FLAG_DOCUMENT_3,88,4
83,FLAG_DOCUMENT_4,0,4
84,FLAG_DOCUMENT_5,0,4
85,FLAG_DOCUMENT_6,1,4
86,FLAG_DOCUMENT_7,0,4
87,FLAG_DOCUMENT_8,5,4
88,FLAG_DOCUMENT_9,0,4
89,FLAG_DOCUMENT_10,0,4
90,FLAG_DOCUMENT_11,13,4
91,FLAG_DOCUMENT_12,0,4
92,FLAG_DOCUMENT_13,0,4
93,FLAG_DOCUMENT_14,0,4
94,FLAG_DOCUMENT_15,0,4
95,FLAG_DOCUMENT_16,31,4
96,FLAG_DOCUMENT_17,0,4
97,FLAG_DOCUMENT_18,35,4
98,FLAG_DOCUMENT_19,0,4
99,FLAG_DOCUMENT_20,0,4
100,FLAG_DOCUMENT_21,0,4
101,AMT_REQ_CREDIT_BUREAU_HOUR,0,4
102,AMT_REQ_CREDIT_BUREAU_DAY,2,4
103,AMT_REQ_CREDIT_BUREAU_WEEK,11,4
104,AMT_REQ_CREDIT_BUREAU_MON,33,4
105,AMT_REQ_CREDIT_BUREAU_QRT,63,4
106,AMT_REQ_CREDIT_BUREAU_YEAR,67,4
107,NAME_CONTRACT_TYPE_Cashloans,84,4
108,NAME_CONTRACT_TYPE_Revolvingloans,3,4
109,NAME_TYPE_SUITE_Children,3,4
110,NAME_TYPE_SUITE_Family,1,4
111,NAME_TYPE_SUITE_Groupofpeople,0,4
112,NAME_TYPE_SUITE_Other_A,0,4
113,NAME_TYPE_SUITE_Other_B,11,4
114,NAME_TYPE_SUITE_Spousepartner,11,4
115,NAME_TYPE_SUITE_Unaccompanied,1,4
116,NAME_INCOME_TYPE_Businessman,0,4
117,NAME_INCOME_TYPE_Commercialassociate,5,4
118,NAME_INCOME_TYPE_Maternityleave,0,4
119,NAME_INCOME_TYPE_Pensioner,0,4
120,NAME_INCOME_TYPE_Stateservant,28,4
121,NAME_INCOME_TYPE_Student,0,4
122,NAME_INCOME_TYPE_Unemployed,0,4
123,NAME_INCOME_TYPE_Working,24,4
124,NAME_EDUCATION_TYPE_Academicdegree,0,4
125,NAME_EDUCATION_TYPE_Highereducation,80,4
126,NAME_EDUCATION_TYPE_Incompletehigher,16,4
127,NAME_EDUCATION_TYPE_Lowersecondary,23,4
128,NAME_EDUCATION_TYPE_Secondarysecondaryspecial,37,4
129,NAME_FAMILY_STATUS_Civilmarriage,3,4
130,NAME_FAMILY_STATUS_Married,136,4
131,NAME_FAMILY_STATUS_Separated,4,4
132,NAME_FAMILY_STATUS_Singlenotmarried,16,4
133,NAME_FAMILY_STATUS_Unknown,0,4
134,NAME_FAMILY_STATUS_Widow,4,4
135,NAME_HOUSING_TYPE_Coopapartment,0,4
136,NAME_HOUSING_TYPE_Houseapartment,12,4
137,NAME_HOUSING_TYPE_Municipalapartment,27,4
138,NAME_HOUSING_TYPE_Officeapartment,32,4
139,NAME_HOUSING_TYPE_Rentedapartment,0,4
140,NAME_HOUSING_TYPE_Withparents,8,4
141,OCCUPATION_TYPE_Accountants,29,4
142,OCCUPATION_TYPE_Cleaningstaff,1,4
143,OCCUPATION_TYPE_Cookingstaff,0,4
144,OCCUPATION_TYPE_Corestaff,35,4
145,OCCUPATION_TYPE_Drivers,43,4
146,OCCUPATION_TYPE_HRstaff,0,4
147,OCCUPATION_TYPE_Highskilltechstaff,35,4
148,OCCUPATION_TYPE_ITstaff,0,4
149,OCCUPATION_TYPE_Laborers,8,4
150,OCCUPATION_TYPE_LowskillLaborers,0,4
151,OCCUPATION_TYPE_Managers,5,4
152,OCCUPATION_TYPE_Medicinestaff,31,4
153,OCCUPATION_TYPE_Privateservicestaff,4,4
154,OCCUPATION_TYPE_Realtyagents,0,4
155,OCCUPATION_TYPE_Salesstaff,5,4
156,OCCUPATION_TYPE_Secretaries,0,4
157,OCCUPATION_TYPE_Securitystaff,0,4
158,OCCUPATION_TYPE_Waitersbarmenstaff,12,4
159,WEEKDAY_APPR_PROCESS_START_FRIDAY,13,4
160,WEEKDAY_APPR_PROCESS_START_MONDAY,42,4
161,WEEKDAY_APPR_PROCESS_START_SATURDAY,13,4
162,WEEKDAY_APPR_PROCESS_START_SUNDAY,20,4
163,WEEKDAY_APPR_PROCESS_START_THURSDAY,1,4
164,WEEKDAY_APPR_PROCESS_START_TUESDAY,15,4
165,WEEKDAY_APPR_PROCESS_START_WEDNESDAY,29,4
166,ORGANIZATION_TYPE_Advertising,0,4
167,ORGANIZATION_TYPE_Agriculture,0,4
168,ORGANIZATION_TYPE_Bank,31,4
169,ORGANIZATION_TYPE_BusinessEntityType1,5,4
170,ORGANIZATION_TYPE_BusinessEntityType2,3,4
171,ORGANIZATION_TYPE_BusinessEntityType3,26,4
172,ORGANIZATION_TYPE_Cleaning,0,4
173,ORGANIZATION_TYPE_Construction,38,4
174,ORGANIZATION_TYPE_Culture,0,4
175,ORGANIZATION_TYPE_Electricity,9,4
176,ORGANIZATION_TYPE_Emergency,0,4
177,ORGANIZATION_TYPE_Government,3,4
178,ORGANIZATION_TYPE_Hotel,7,4
179,ORGANIZATION_TYPE_Housing,0,4
180,ORGANIZATION_TYPE_Industrytype1,0,4
181,ORGANIZATION_TYPE_Industrytype10,0,4
182,ORGANIZATION_TYPE_Industrytype11,0,4
183,ORGANIZATION_TYPE_Industrytype12,0,4
184,ORGANIZATION_TYPE_Industrytype13,0,4
185,ORGANIZATION_TYPE_Industrytype2,0,4
186,ORGANIZATION_TYPE_Industrytype3,2,4
187,ORGANIZATION_TYPE_Industrytype4,0,4
188,ORGANIZATION_TYPE_Industrytype5,0,4
189,ORGANIZATION_TYPE_Industrytype6,0,4
190,ORGANIZATION_TYPE_Industrytype7,0,4
191,ORGANIZATION_TYPE_Industrytype8,0,4
192,ORGANIZATION_TYPE_Industrytype9,30,4
193,ORGANIZATION_TYPE_Insurance,0,4
194,ORGANIZATION_TYPE_Kindergarten,22,4
195,ORGANIZATION_TYPE_LegalServices,0,4
196,ORGANIZATION_TYPE_Medicine,26,4
197,ORGANIZATION_TYPE_Military,44,4
198,ORGANIZATION_TYPE_Mobile,0,4
199,ORGANIZATION_TYPE_Other,4,4
200,ORGANIZATION_TYPE_Police,25,4
201,ORGANIZATION_TYPE_Postal,0,4
202,ORGANIZATION_TYPE_Realtor,0,4
203,ORGANIZATION_TYPE_Religion,0,4
204,ORGANIZATION_TYPE_Restaurant,0,4
205,ORGANIZATION_TYPE_School,39,4
206,ORGANIZATION_TYPE_Security,0,4
207,ORGANIZATION_TYPE_SecurityMinistries,14,4
208,ORGANIZATION_TYPE_Selfemployed,51,4
209,ORGANIZATION_TYPE_Services,0,4
210,ORGANIZATION_TYPE_Telecom,0,4
211,ORGANIZATION_TYPE_Tradetype1,0,4
212,ORGANIZATION_TYPE_Tradetype2,0,4
213,ORGANIZATION_TYPE_Tradetype3,0,4
214,ORGANIZATION_TYPE_Tradetype4,0,4
215,ORGANIZATION_TYPE_Tradetype5,0,4
216,ORGANIZATION_TYPE_Tradetype6,0,4
217,ORGANIZATION_TYPE_Tradetype7,0,4
218,ORGANIZATION_TYPE_Transporttype1,0,4
219,ORGANIZATION_TYPE_Transporttype2,0,4
220,ORGANIZATION_TYPE_Transporttype3,37,4
221,ORGANIZATION_TYPE_Transporttype4,1,4
222,ORGANIZATION_TYPE_University,0,4
223,ORGANIZATION_TYPE_XNA,0,4
224,FONDKAPREMONT_MODE_notspecified,0,4
225,FONDKAPREMONT_MODE_orgspecaccount,1,4
226,FONDKAPREMONT_MODE_regoperaccount,4,4
227,FONDKAPREMONT_MODE_regoperspecaccount,1,4
228,HOUSETYPE_MODE_blockofflats,0,4
229,HOUSETYPE_MODE_specifichousing,5,4
230,HOUSETYPE_MODE_terracedhouse,0,4
231,WALLSMATERIAL_MODE_Block,9,4
232,WALLSMATERIAL_MODE_Mixed,2,4
233,WALLSMATERIAL_MODE_Monolithic,0,4
234,WALLSMATERIAL_MODE_Others,0,4
235,WALLSMATERIAL_MODE_Panel,10,4
236,WALLSMATERIAL_MODE_Stonebrick,33,4
237,WALLSMATERIAL_MODE_Wooden,0,4
238,EMERGENCYSTATE_MODE_No,2,4
239,EMERGENCYSTATE_MODE_Yes,0,4
240,DAYS_EMPLOYED_PERC,388,4
241,INCOME_CREDIT_PERC,254,4
242,INCOME_PER_PERSON,167,4
243,ANNUITY_INCOME_PERC,374,4
244,PAYMENT_RATE,1049,4
245,BURO_DAYS_CREDIT_MIN,122,4
246,BURO_DAYS_CREDIT_MAX,258,4
247,BURO_DAYS_CREDIT_MEAN,210,4
248,BURO_DAYS_CREDIT_VAR,179,4
249,BURO_DAYS_CREDIT_ENDDATE_MIN,100,4
250,BURO_DAYS_CREDIT_ENDDATE_MAX,274,4
251,BURO_DAYS_CREDIT_ENDDATE_MEAN,205,4
252,BURO_DAYS_CREDIT_UPDATE_MEAN,130,4
253,BURO_CREDIT_DAY_OVERDUE_MAX,1,4
254,BURO_CREDIT_DAY_OVERDUE_MEAN,7,4
255,BURO_AMT_CREDIT_MAX_OVERDUE_MEAN,264,4
256,BURO_AMT_CREDIT_SUM_MAX,156,4
257,BURO_AMT_CREDIT_SUM_MEAN,210,4
258,BURO_AMT_CREDIT_SUM_SUM,184,4
259,BURO_AMT_CREDIT_SUM_DEBT_MAX,67,4
260,BURO_AMT_CREDIT_SUM_DEBT_MEAN,171,4
261,BURO_AMT_CREDIT_SUM_DEBT_SUM,128,4
262,BURO_AMT_CREDIT_SUM_OVERDUE_MEAN,44,4
263,BURO_AMT_CREDIT_SUM_LIMIT_MEAN,74,4
264,BURO_AMT_CREDIT_SUM_LIMIT_SUM,44,4
265,BURO_AMT_ANNUITY_MAX,38,4
266,BURO_AMT_ANNUITY_MEAN,62,4
267,BURO_CNT_CREDIT_PROLONG_SUM,2,4
268,BURO_MONTHS_BALANCE_MIN_MIN,23,4
269,BURO_MONTHS_BALANCE_MAX_MAX,6,4
270,BURO_MONTHS_BALANCE_SIZE_MEAN,64,4
271,BURO_MONTHS_BALANCE_SIZE_SUM,64,4
272,BURO_CREDIT_ACTIVE_Active_MEAN,58,4
273,BURO_CREDIT_ACTIVE_Baddebt_MEAN,0,4
274,BURO_CREDIT_ACTIVE_Closed_MEAN,79,4
275,BURO_CREDIT_ACTIVE_Sold_MEAN,21,4
276,BURO_CREDIT_ACTIVE_nan_MEAN,0,4
277,BURO_CREDIT_CURRENCY_currency1_MEAN,0,4
278,BURO_CREDIT_CURRENCY_currency2_MEAN,0,4
279,BURO_CREDIT_CURRENCY_currency3_MEAN,0,4
280,BURO_CREDIT_CURRENCY_currency4_MEAN,0,4
281,BURO_CREDIT_CURRENCY_nan_MEAN,0,4
282,BURO_CREDIT_TYPE_Anothertypeofloan_MEAN,24,4
283,BURO_CREDIT_TYPE_Carloan_MEAN,70,4
284,BURO_CREDIT_TYPE_Cashloannonearmarked_MEAN,0,4
285,BURO_CREDIT_TYPE_Consumercredit_MEAN,104,4
286,BURO_CREDIT_TYPE_Creditcard_MEAN,148,4
287,BURO_CREDIT_TYPE_Interbankcredit_MEAN,0,4
288,BURO_CREDIT_TYPE_Loanforbusinessdevelopment_MEAN,0,4
289,BURO_CREDIT_TYPE_Loanforpurchaseofsharesmarginlending_MEAN,0,4
290,BURO_CREDIT_TYPE_Loanforthepurchaseofequipment_MEAN,0,4
291,BURO_CREDIT_TYPE_Loanforworkingcapitalreplenishment_MEAN,0,4
292,BURO_CREDIT_TYPE_Microloan_MEAN,89,4
293,BURO_CREDIT_TYPE_Mobileoperatorloan_MEAN,0,4
294,BURO_CREDIT_TYPE_Mortgage_MEAN,72,4
295,BURO_CREDIT_TYPE_Realestateloan_MEAN,0,4
296,BURO_CREDIT_TYPE_Unknowntypeofloan_MEAN,0,4
297,BURO_CREDIT_TYPE_nan_MEAN,0,4
298,BURO_STATUS_0_MEAN_MEAN,161,4
299,BURO_STATUS_1_MEAN_MEAN,69,4
300,BURO_STATUS_2_MEAN_MEAN,14,4
301,BURO_STATUS_3_MEAN_MEAN,3,4
302,BURO_STATUS_4_MEAN_MEAN,2,4
303,BURO_STATUS_5_MEAN_MEAN,2,4
304,BURO_STATUS_C_MEAN_MEAN,63,4
305,BURO_STATUS_X_MEAN_MEAN,77,4
306,BURO_STATUS_nan_MEAN_MEAN,0,4
307,ACTIVE_DAYS_CREDIT_MIN,146,4
308,ACTIVE_DAYS_CREDIT_MAX,388,4
309,ACTIVE_DAYS_CREDIT_MEAN,201,4
310,ACTIVE_DAYS_CREDIT_VAR,184,4
311,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,348,4
312,ACTIVE_DAYS_CREDIT_ENDDATE_MAX,244,4
313,ACTIVE_DAYS_CREDIT_ENDDATE_MEAN,173,4
314,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,275,4
315,ACTIVE_CREDIT_DAY_OVERDUE_MAX,0,4
316,ACTIVE_CREDIT_DAY_OVERDUE_MEAN,1,4
317,ACTIVE_AMT_CREDIT_MAX_OVERDUE_MEAN,208,4
318,ACTIVE_AMT_CREDIT_SUM_MAX,179,4
319,ACTIVE_AMT_CREDIT_SUM_MEAN,167,4
320,ACTIVE_AMT_CREDIT_SUM_SUM,273,4
321,ACTIVE_AMT_CREDIT_SUM_DEBT_MAX,124,4
322,ACTIVE_AMT_CREDIT_SUM_DEBT_MEAN,186,4
323,ACTIVE_AMT_CREDIT_SUM_DEBT_SUM,128,4
324,ACTIVE_AMT_CREDIT_SUM_OVERDUE_MEAN,47,4
325,ACTIVE_AMT_CREDIT_SUM_LIMIT_MEAN,128,4
326,ACTIVE_AMT_CREDIT_SUM_LIMIT_SUM,62,4
327,ACTIVE_AMT_ANNUITY_MAX,68,4
328,ACTIVE_AMT_ANNUITY_MEAN,79,4
329,ACTIVE_CNT_CREDIT_PROLONG_SUM,9,4
330,ACTIVE_MONTHS_BALANCE_MIN_MIN,40,4
331,ACTIVE_MONTHS_BALANCE_MAX_MAX,31,4
332,ACTIVE_MONTHS_BALANCE_SIZE_MEAN,107,4
333,ACTIVE_MONTHS_BALANCE_SIZE_SUM,85,4
334,CLOSED_DAYS_CREDIT_MIN,115,4
335,CLOSED_DAYS_CREDIT_MAX,323,4
336,CLOSED_DAYS_CREDIT_MEAN,105,4
337,CLOSED_DAYS_CREDIT_VAR,235,4
338,CLOSED_DAYS_CREDIT_ENDDATE_MIN,89,4
339,CLOSED_DAYS_CREDIT_ENDDATE_MAX,225,4
340,CLOSED_DAYS_CREDIT_ENDDATE_MEAN,141,4
341,CLOSED_DAYS_CREDIT_UPDATE_MEAN,197,4
342,CLOSED_CREDIT_DAY_OVERDUE_MAX,0,4
343,CLOSED_CREDIT_DAY_OVERDUE_MEAN,0,4
344,CLOSED_AMT_CREDIT_MAX_OVERDUE_MEAN,133,4
345,CLOSED_AMT_CREDIT_SUM_MAX,167,4
346,CLOSED_AMT_CREDIT_SUM_MEAN,254,4
347,CLOSED_AMT_CREDIT_SUM_SUM,191,4
348,CLOSED_AMT_CREDIT_SUM_DEBT_MAX,48,4
349,CLOSED_AMT_CREDIT_SUM_DEBT_MEAN,24,4
350,CLOSED_AMT_CREDIT_SUM_DEBT_SUM,9,4
351,CLOSED_AMT_CREDIT_SUM_OVERDUE_MEAN,0,4
352,CLOSED_AMT_CREDIT_SUM_LIMIT_MEAN,3,4
353,CLOSED_AMT_CREDIT_SUM_LIMIT_SUM,4,4
354,CLOSED_AMT_ANNUITY_MAX,34,4
355,CLOSED_AMT_ANNUITY_MEAN,46,4
356,CLOSED_CNT_CREDIT_PROLONG_SUM,6,4
357,CLOSED_MONTHS_BALANCE_MIN_MIN,29,4
358,CLOSED_MONTHS_BALANCE_MAX_MAX,10,4
359,CLOSED_MONTHS_BALANCE_SIZE_MEAN,99,4
360,CLOSED_MONTHS_BALANCE_SIZE_SUM,77,4
361,PREV_AMT_ANNUITY_MIN,174,4
362,PREV_AMT_ANNUITY_MAX,133,4
363,PREV_AMT_ANNUITY_MEAN,224,4
364,PREV_AMT_APPLICATION_MIN,75,4
365,PREV_AMT_APPLICATION_MAX,43,4
366,PREV_AMT_APPLICATION_MEAN,88,4
367,PREV_AMT_CREDIT_MIN,73,4
368,PREV_AMT_CREDIT_MAX,87,4
369,PREV_AMT_CREDIT_MEAN,130,4
370,PREV_APP_CREDIT_PERC_MIN,172,4
371,PREV_APP_CREDIT_PERC_MAX,126,4
372,PREV_APP_CREDIT_PERC_MEAN,176,4
373,PREV_APP_CREDIT_PERC_VAR,202,4
374,PREV_AMT_DOWN_PAYMENT_MIN,57,4
375,PREV_AMT_DOWN_PAYMENT_MAX,128,4
376,PREV_AMT_DOWN_PAYMENT_MEAN,92,4
377,PREV_AMT_GOODS_PRICE_MIN,111,4
378,PREV_AMT_GOODS_PRICE_MAX,27,4
379,PREV_AMT_GOODS_PRICE_MEAN,83,4
380,PREV_HOUR_APPR_PROCESS_START_MIN,38,4
381,PREV_HOUR_APPR_PROCESS_START_MAX,89,4
382,PREV_HOUR_APPR_PROCESS_START_MEAN,170,4
383,PREV_RATE_DOWN_PAYMENT_MIN,50,4
384,PREV_RATE_DOWN_PAYMENT_MAX,81,4
385,PREV_RATE_DOWN_PAYMENT_MEAN,163,4
386,PREV_DAYS_DECISION_MIN,122,4
387,PREV_DAYS_DECISION_MAX,176,4
388,PREV_DAYS_DECISION_MEAN,154,4
389,PREV_CNT_PAYMENT_MEAN,332,4
390,PREV_CNT_PAYMENT_SUM,100,4
391,PREV_NAME_CONTRACT_TYPE_Cashloans_MEAN,44,4
392,PREV_NAME_CONTRACT_TYPE_Consumerloans_MEAN,23,4
393,PREV_NAME_CONTRACT_TYPE_Revolvingloans_MEAN,35,4
394,PREV_NAME_CONTRACT_TYPE_XNA_MEAN,0,4
395,PREV_NAME_CONTRACT_TYPE_nan_MEAN,0,4
396,PREV_WEEKDAY_APPR_PROCESS_START_FRIDAY_MEAN,85,4
397,PREV_WEEKDAY_APPR_PROCESS_START_MONDAY_MEAN,104,4
398,PREV_WEEKDAY_APPR_PROCESS_START_SATURDAY_MEAN,120,4
399,PREV_WEEKDAY_APPR_PROCESS_START_SUNDAY_MEAN,43,4
400,PREV_WEEKDAY_APPR_PROCESS_START_THURSDAY_MEAN,129,4
401,PREV_WEEKDAY_APPR_PROCESS_START_TUESDAY_MEAN,61,4
402,PREV_WEEKDAY_APPR_PROCESS_START_WEDNESDAY_MEAN,79,4
403,PREV_WEEKDAY_APPR_PROCESS_START_nan_MEAN,0,4
404,PREV_FLAG_LAST_APPL_PER_CONTRACT_N_MEAN,1,4
405,PREV_FLAG_LAST_APPL_PER_CONTRACT_Y_MEAN,0,4
406,PREV_FLAG_LAST_APPL_PER_CONTRACT_nan_MEAN,0,4
407,PREV_NAME_CASH_LOAN_PURPOSE_Buildingahouseoranannex_MEAN,2,4
408,PREV_NAME_CASH_LOAN_PURPOSE_Businessdevelopment_MEAN,0,4
409,PREV_NAME_CASH_LOAN_PURPOSE_Buyingagarage_MEAN,0,4
410,PREV_NAME_CASH_LOAN_PURPOSE_Buyingaholidayhomeland_MEAN,0,4
411,PREV_NAME_CASH_LOAN_PURPOSE_Buyingahome_MEAN,0,4
412,PREV_NAME_CASH_LOAN_PURPOSE_Buyinganewcar_MEAN,0,4
413,PREV_NAME_CASH_LOAN_PURPOSE_Buyingausedcar_MEAN,2,4
414,PREV_NAME_CASH_LOAN_PURPOSE_Carrepairs_MEAN,0,4
415,PREV_NAME_CASH_LOAN_PURPOSE_Education_MEAN,4,4
416,PREV_NAME_CASH_LOAN_PURPOSE_Everydayexpenses_MEAN,0,4
417,PREV_NAME_CASH_LOAN_PURPOSE_Furniture_MEAN,0,4
418,PREV_NAME_CASH_LOAN_PURPOSE_Gasificationwatersupply_MEAN,0,4
419,PREV_NAME_CASH_LOAN_PURPOSE_Hobby_MEAN,0,4
420,PREV_NAME_CASH_LOAN_PURPOSE_Journey_MEAN,0,4
421,PREV_NAME_CASH_LOAN_PURPOSE_Medicine_MEAN,17,4
422,PREV_NAME_CASH_LOAN_PURPOSE_Moneyforathirdperson_MEAN,0,4
423,PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,3,4
424,PREV_NAME_CASH_LOAN_PURPOSE_Paymentsonotherloans_MEAN,0,4
425,PREV_NAME_CASH_LOAN_PURPOSE_Purchaseofelectronicequipment_MEAN,0,4
426,PREV_NAME_CASH_LOAN_PURPOSE_Refusaltonamethegoal_MEAN,0,4
427,PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,49,4
